name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
captures/contiguous-letters,count-captures,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,61436,157,4.51s,18.96ms,178.77us,19.13ms,622.23us,18.44ms,22.83ms
curated/01-literal/sherlock-en,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,899232,71319,4.62s,39.05us,830.00ns,41.92us,23.23us,37.84us,5.83ms
curated/01-literal/sherlock-en,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,899232,73835,4.57s,38.45us,1.23us,40.48us,7.27us,35.55us,217.36us
curated/01-literal/sherlock-en,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,899232,72791,4.62s,38.51us,1.13us,41.06us,7.95us,35.34us,311.51us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,899232,20096,4.57s,141.85us,2.19us,149.10us,16.36us,138.78us,353.21us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,899232,5915,4.51s,492.36us,8.24us,507.05us,36.64us,482.62us,779.54us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,899232,5967,4.51s,493.39us,7.37us,502.68us,25.13us,484.47us,797.20us
curated/01-literal/sherlock-ru,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1570556,42279,4.57s,65.84us,1.89us,70.79us,12.15us,63.30us,833.95us
curated/01-literal/sherlock-ru,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,1570556,42329,4.57s,66.99us,1.56us,70.72us,10.47us,60.84us,373.61us
curated/01-literal/sherlock-ru,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,1570556,42021,4.57s,66.06us,2.45us,71.23us,12.49us,60.56us,317.98us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1570556,8716,4.56s,331.42us,16.88us,344.11us,38.64us,308.90us,726.92us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/01-literal/sherlock-zh,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,813478,108402,4.67s,25.31us,290.00ns,27.54us,5.83us,24.79us,313.92us
curated/01-literal/sherlock-zh,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,813478,98528,4.68s,29.02us,1.16us,30.30us,9.23us,24.78us,1.66ms
curated/01-literal/sherlock-zh,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,813478,98841,4.68s,28.36us,1.43us,30.20us,6.38us,24.68us,235.22us
curated/02-literal-alternate/sherlock-en,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,899232,1781,4.51s,1.67ms,27.20us,1.68ms,48.88us,1.63ms,1.99ms
curated/02-literal-alternate/sherlock-en,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,899232,1786,4.51s,1.67ms,23.01us,1.68ms,45.64us,1.63ms,1.98ms
curated/02-literal-alternate/sherlock-en,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,899232,24317,4.57s,115.59us,1.53us,123.18us,40.97us,113.45us,4.21ms
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,899232,36,4.67s,85.36ms,671.87us,85.68ms,1.54ms,83.52ms,90.40ms
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,899232,35,4.61s,87.67ms,1.39ms,87.94ms,2.82ms,83.21ms,98.39ms
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,899232,4942,4.51s,586.16us,20.23us,606.91us,58.09us,557.70us,0.95ms
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,1570556,1022,4.56s,2.92ms,35.84us,2.94ms,78.62us,2.85ms,4.19ms
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,1570556,1014,4.51s,2.93ms,39.98us,2.96ms,93.57us,2.85ms,3.64ms
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1570556,6765,4.56s,435.03us,10.83us,443.25us,26.33us,421.52us,852.81us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1570556,1678,4.51s,1.75ms,30.15us,1.79ms,103.63us,1.70ms,2.43ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,813478,1978,4.51s,1.51ms,22.22us,1.52ms,43.74us,1.47ms,1.86ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,813478,1979,4.51s,1.50ms,19.61us,1.52ms,148.18us,1.47ms,5.68ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,813478,31109,4.57s,88.33us,1.56us,96.26us,15.26us,86.47us,398.88us
curated/03-date/ascii,count-spans,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"count mismatch, expected 111817, got 70",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/ascii,count-spans,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"count mismatch, expected 111817, got 70",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/ascii,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,268796,833,4.51s,3.53ms,68.11us,3.60ms,242.14us,3.40ms,5.51ms
curated/03-date/unicode,count-spans,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"count mismatch, expected 111841, got 70",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/unicode,count-spans,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"count mismatch, expected 111841, got 70",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/unicode,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,268796,821,4.56s,3.56ms,61.94us,3.66ms,302.35us,3.43ms,5.33ms
curated/03-date/compile-ascii,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,,2133,4.51s,1.35ms,56.72us,1.39ms,127.63us,1.26ms,2.66ms
curated/03-date/compile-ascii,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,,2160,4.51s,1.32ms,41.27us,1.37ms,133.26us,1.26ms,1.93ms
curated/03-date/compile-ascii,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,838,4.51s,3.19ms,78.74us,3.29ms,294.88us,3.03ms,4.59ms
curated/03-date/compile-unicode,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"failed to run command for 'quickjs/hybrid', last line of stderr is: note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/compile-unicode,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"count mismatch, expected 5, got 2",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/compile-unicode,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,196,4.56s,14.33ms,409.69us,14.45ms,737.47us,13.29ms,19.00ms
curated/04-ruff-noqa/real,grep-captures,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/04-ruff-noqa/real,grep-captures,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/04-ruff-noqa/real,grep-captures,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32514634,67,4.61s,43.56ms,716.91us,44.96ms,3.68ms,42.30ms,57.78ms
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32514634,63,4.61s,46.54ms,1.06ms,47.80ms,3.42ms,44.95ms,59.82ms
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,,796854,5.62s,3.11us,10.00ns,3.36us,1.54us,2.73us,278.58us
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,,797714,5.38s,3.12us,10.00ns,3.36us,1.43us,2.73us,278.26us
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,21324,4.57s,120.27us,3.32us,129.88us,19.32us,113.71us,380.81us
curated/05-lexer-veryl/single,count-captures,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"failed to run command for 'quickjs/hybrid', last line of stderr is: free(): invalid next size (normal)",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/05-lexer-veryl/single,count-captures,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"failed to run command for 'quickjs/pure-rust', last line of stderr is: free(): invalid next size (normal)",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/05-lexer-veryl/single,count-captures,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,150600,55,4.56s,54.17ms,736.77us,54.97ms,2.13ms,52.69ms,63.91ms
curated/05-lexer-veryl/compile-single,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,,85716,4.62s,28.55us,120.00ns,31.33us,6.52us,28.21us,184.69us
curated/05-lexer-veryl/compile-single,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,,84568,4.62s,28.59us,190.00ns,31.70us,7.13us,28.19us,214.69us
curated/05-lexer-veryl/compile-single,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,4907,4.51s,567.52us,17.48us,584.25us,54.70us,535.40us,1.94ms
curated/05-lexer-veryl/multi,count-spans,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"failed to run command for 'quickjs/hybrid', last line of stderr is: Error: regex engine only supports one pattern at a time, but was given 88 patterns",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/05-lexer-veryl/multi,count-spans,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"failed to run command for 'quickjs/pure-rust', last line of stderr is: Error: regex engine only supports one pattern at a time, but was given 88 patterns",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/05-lexer-veryl/multi,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,150600,697,4.51s,4.20ms,99.69us,4.31ms,420.37us,3.99ms,7.22ms
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,107,34123,4.57s,80.15us,280.00ns,87.74us,15.50us,79.38us,669.78us
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,107,35325,4.57s,80.11us,230.00ns,84.76us,11.69us,79.54us,358.41us
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,107,1000000,2.13s,330.00ns,0.00ns,354.00ns,409.00ns,320.00ns,91.78us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,102,34727,4.57s,79.52us,231.00ns,86.21us,17.54us,78.78us,1.53ms
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,102,34900,4.57s,79.49us,189.00ns,85.78us,42.17us,78.78us,7.57ms
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,102,1000000,1.38s,130.00ns,0.00ns,137.00ns,301.00ns,120.00ns,71.70us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,10001,5,5.22s,732.48ms,3.63ms,734.81ms,6.09ms,728.85ms,744.17ms
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,10001,5,5.22s,738.91ms,6.14ms,739.09ms,10.97ms,724.23ms,757.27ms
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,10001,1000000,1.59s,210.00ns,0.00ns,223.00ns,424.00ns,190.00ns,148.69us
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,1913704,10,4.61s,304.98ms,1.47ms,304.39ms,2.18ms,300.58ms,308.42ms
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,1913704,10,4.62s,308.17ms,2.67ms,307.85ms,3.22ms,302.90ms,313.15ms
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,1913704,215,4.57s,13.71ms,188.94us,13.99ms,1.06ms,13.25ms,22.12ms
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,,565170,5.31s,3.58us,20.00ns,3.87us,1.78us,3.48us,150.89us
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,,581550,5.06s,3.45us,20.00ns,3.74us,1.71us,3.37us,281.59us
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,37936,4.57s,58.42us,1.06us,63.60us,43.95us,54.91us,8.32ms
curated/08-words/all-english,count-spans,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,76401,1200,4.51s,2.45ms,52.12us,2.50ms,194.27us,2.31ms,4.24ms
curated/08-words/all-english,count-spans,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,76401,1056,4.51s,2.78ms,75.44us,2.84ms,170.31us,2.64ms,3.69ms
curated/08-words/all-english,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,76401,2227,4.51s,1.29ms,40.82us,1.35ms,151.38us,1.22ms,2.44ms
curated/08-words/all-russian,count-spans,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"count mismatch, expected 107391, got 529",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/08-words/all-russian,count-spans,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"count mismatch, expected 107391, got 529",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/08-words/all-russian,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,123942,204,4.56s,14.46ms,346.17us,14.77ms,1.10ms,13.78ms,20.61ms
curated/08-words/long-english,count-spans,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,76401,720,4.51s,4.08ms,79.64us,4.17ms,273.94us,3.90ms,5.52ms
curated/08-words/long-english,count-spans,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,76401,690,4.51s,4.30ms,71.06us,4.35ms,256.03us,4.10ms,7.68ms
curated/08-words/long-english,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,76401,20170,4.57s,143.35us,460.00ns,148.54us,42.25us,142.82us,4.22ms
curated/08-words/long-russian,count-spans,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"count mismatch, expected 5481, got 12",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/08-words/long-russian,count-spans,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"count mismatch, expected 5481, got 12",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/08-words/long-russian,count-spans,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,123942,309,4.52s,9.29ms,329.20us,9.72ms,1.10ms,8.67ms,13.67ms
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"failed to run command for 'quickjs/hybrid', last line of stderr is: malloc(): corrupted top size",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"failed to run command for 'quickjs/pure-rust', last line of stderr is: malloc(): corrupted top size",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32514634,87,4.61s,34.45ms,430.87us,34.73ms,1.49ms,33.35ms,42.67ms
curated/09-aws-keys/quick,grep,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/09-aws-keys/quick,grep,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/09-aws-keys/quick,grep,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,32514634,83,4.61s,36.00ms,364.64us,36.35ms,1.48ms,35.00ms,45.97ms
curated/09-aws-keys/compile-full,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"count mismatch, expected 1, got 0",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/09-aws-keys/compile-full,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"count mismatch, expected 1, got 0",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/09-aws-keys/compile-full,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,11844,4.51s,184.11us,8.60us,196.61us,27.72us,171.81us,552.49us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,,1000000,4.84s,1.15us,10.00ns,1.25us,922.00ns,1.11us,198.73us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,,1000000,4.78s,1.16us,10.00ns,1.29us,1.08us,1.11us,242.40us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,62248,4.62s,31.97us,530.00ns,35.10us,9.65us,30.15us,1.38ms
curated/10-bounded-repeat/letters-en,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,151522,351,4.52s,8.46ms,138.72us,8.56ms,430.22us,8.11ms,11.19ms
curated/10-bounded-repeat/letters-en,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,151522,348,4.51s,8.49ms,134.44us,8.63ms,456.75us,8.16ms,10.90ms
curated/10-bounded-repeat/letters-en,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,151522,8234,4.51s,355.79us,4.25us,364.19us,20.82us,349.66us,791.96us
curated/10-bounded-repeat/letters-ru,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,248919,239,4.51s,12.40ms,235.12us,12.55ms,559.42us,11.91ms,15.77ms
curated/10-bounded-repeat/letters-ru,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,248919,235,4.56s,12.46ms,249.06us,12.82ms,1.01ms,11.92ms,17.56ms
curated/10-bounded-repeat/letters-ru,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,248919,4787,4.56s,614.35us,12.59us,626.61us,60.08us,598.92us,4.12ms
curated/10-bounded-repeat/context,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/10-bounded-repeat/context,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/10-bounded-repeat/context,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,7384531,17,4.87s,185.70ms,3.15ms,186.60ms,6.06ms,177.97ms,205.39ms
curated/10-bounded-repeat/capitals,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/10-bounded-repeat/capitals,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,timeout: exceeded 10s,,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/10-bounded-repeat/capitals,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,7384531,220,4.56s,13.60ms,105.62us,13.64ms,190.89us,13.35ms,14.54ms
curated/10-bounded-repeat/compile-context,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,,498577,5.20s,3.51us,20.00ns,3.77us,1.80us,3.40us,186.71us
curated/10-bounded-repeat/compile-context,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,,507451,5.00s,3.49us,20.00ns,3.70us,1.52us,3.38us,273.26us
curated/10-bounded-repeat/compile-context,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,15929,4.56s,140.03us,2.67us,148.48us,17.97us,135.55us,471.68us
curated/10-bounded-repeat/compile-capitals,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,,1000000,5.18s,1.19us,10.00ns,1.27us,823.00ns,1.10us,130.63us
curated/10-bounded-repeat/compile-capitals,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,,1000000,5.39s,1.18us,10.00ns,1.29us,1.00us,1.09us,197.32us
curated/10-bounded-repeat/compile-capitals,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,15307,4.56s,145.21us,3.03us,155.01us,20.73us,140.08us,395.46us
curated/11-unstructured-to-json/extract,grep-captures,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,23952,583,4.51s,5.07ms,87.60us,5.15ms,313.82us,4.85ms,9.19ms
curated/11-unstructured-to-json/extract,grep-captures,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,23952,577,4.51s,5.08ms,104.66us,5.20ms,381.95us,4.85ms,6.80ms
curated/11-unstructured-to-json/extract,grep-captures,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,23952,4214,4.52s,701.10us,13.61us,711.64us,31.16us,676.58us,0.96ms
curated/11-unstructured-to-json/compile,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,,483369,5.00s,2.29us,20.00ns,2.52us,1.61us,2.22us,275.59us
curated/11-unstructured-to-json/compile,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,,485168,5.15s,2.29us,20.00ns,2.51us,2.44us,2.23us,1.39ms
curated/11-unstructured-to-json/compile,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,49945,4.57s,39.33us,511.00ns,41.77us,8.13us,37.15us,347.44us
curated/12-dictionary/single,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"count mismatch, expected 1, got 0",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/12-dictionary/single,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"count mismatch, expected 1, got 0",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/12-dictionary/single,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,61436,19464,4.56s,150.22us,6.38us,154.05us,16.40us,137.13us,658.42us
curated/12-dictionary/multi,count,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"failed to run command for 'quickjs/hybrid', last line of stderr is: Error: regex engine only supports one pattern at a time, but was given 2663 patterns",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/12-dictionary/multi,count,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"failed to run command for 'quickjs/pure-rust', last line of stderr is: Error: regex engine only supports one pattern at a time, but was given 2663 patterns",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/12-dictionary/multi,count,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,61436,5090,4.61s,575.73us,13.91us,589.28us,40.40us,544.94us,907.62us
curated/12-dictionary/compile-single,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,,,652,4.51s,4.41ms,119.84us,4.53ms,378.84us,4.19ms,6.61ms
curated/12-dictionary/compile-single,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,,,660,4.51s,4.34ms,85.16us,4.47ms,422.14us,4.18ms,6.63ms
curated/12-dictionary/compile-single,compile,0.1.0 (rev 8e952148cc),rust/regex,1.12.2,,,147,4.56s,19.95ms,650.92us,20.16ms,1.19ms,18.20ms,24.20ms
curated/12-dictionary/compile-multi,compile,0.1.0 (rev 8e952148cc),quickjs/hybrid,0.1.0,"failed to run command for 'quickjs/hybrid', last line of stderr is: Error: regex engine only supports one pattern at a time, but was given 2663 patterns",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/12-dictionary/compile-multi,compile,0.1.0 (rev 8e952148cc),quickjs/pure-rust,0.1.0,"failed to run command for 'quickjs/pure-rust', last line of stderr is: Error: regex engine only supports one pattern at a time, but was given 2663 patterns",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
